#types,time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string],string,string
1526757491.272016,CHqWprcatN5Y77J68,192.168.2.5,35512,121.254.166.37,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757491.280978,C2ZAVV8BrzV2ftXX9,192.168.2.5,59738,121.226.202.34,22,tcp,-,2.990958,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757492.282521,Ck5IZ42KoyYwFFBi3a,192.168.2.5,47615,121.137.36.244,22,tcp,-,2.999539,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757493.282009,CqFEl43glcOoz1JqSk,192.168.2.5,33490,121.23.201.114,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757493.284364,CQyqzh4BlrJu1asHgk,192.168.2.5,59308,121.3.5.8,22,tcp,-,2.997813,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757494.282197,CpMUHv2NQNLMt3kmTd,192.168.2.5,32834,121.22.185.220,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757494.285723,C9zBah3iTQP3VbRRUg,192.168.2.5,41762,121.97.131.174,22,tcp,-,2.996168,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757495.044052,CsDsva3PRy2u5tN18j,192.168.2.5,39099,200.168.87.203,59353,tcp,-,2.997833,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757495.282143,CLI1QC3AS8dHHsbVB4,192.168.2.5,59569,121.130.211.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757495.286105,CiluP72nZvWksYOHBc,192.168.2.5,43639,121.6.107.21,22,tcp,-,2.995759,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757496.282068,CeaYIr3ymaN6rzsCtg,192.168.2.5,37154,121.194.149.38,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757496.288545,Cs3aen3qhSTd1kpFhk,192.168.2.5,45342,121.229.2.222,22,tcp,-,2.993278,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757497.282222,CEZErp4n9lP7fHdnG2,192.168.2.5,52811,121.68.106.99,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757497.289479,CDnOXg4rKk7wpoMupb,192.168.2.5,33006,121.88.151.24,22,tcp,-,2.992329,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757498.282007,Crq2OE1VqqdCfdidUd,192.168.2.5,59738,121.226.202.34,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757498.290843,C3FhXY3kHCuEw21sak,192.168.2.5,49400,121.181.26.236,22,tcp,-,2.990926,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757499.291889,CtOA3g2KMGUUZJy5c9,192.168.2.5,47615,121.137.36.244,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757499.292612,CdBiAr16xZZ0ZcgmL7,192.168.2.5,39263,121.202.93.2,22,tcp,-,2.999251,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757444.583197,CLoIva4fmXaeTdHYW1,121.54.205.47,3,192.168.2.5,1,icmp,-,0.000001,120,0,OTH,-,-,0,-,2,176,0,0,(empty),Benign,-,
1526757500.291904,CSiTG82dIUGSnObjT6,192.168.2.5,59308,121.3.5.8,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757500.294265,CLuPSg2E9o1XrbF2V9,192.168.2.5,52208,121.240.161.109,22,tcp,-,2.997548,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757501.291863,CNMvO61Q30KFVk0WZ1,192.168.2.5,41762,121.97.131.174,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757501.295551,CEkE4K1bvP7T8ZLB61,192.168.2.5,32963,121.84.5.183,22,tcp,-,2.996247,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757502.051789,CNtbC31AjrxQNlQHN6,192.168.2.5,39099,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757502.292200,Cz1dNk3L696P0t5jv1,192.168.2.5,43639,121.6.107.21,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757502.297193,COKH8m3ed1AQ6YDtC6,192.168.2.5,34136,121.119.14.219,22,tcp,-,2.994485,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757503.292007,C6mzlz3KjIbG2QyXKk,192.168.2.5,45342,121.229.2.222,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757503.298362,C2CHs71mHlTkSs2eL5,192.168.2.5,59968,121.235.18.96,22,tcp,-,0.222843,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526757504.291956,C2oFX2PeqBecGuGDg,192.168.2.5,33006,121.88.151.24,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757504.299243,C7PYOV2VxHibEdufFk,192.168.2.5,51935,121.244.115.99,22,tcp,-,2.992390,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757505.291852,C8iuEj3HeFmI0ZSmwk,192.168.2.5,49400,121.181.26.236,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757505.300502,CgMBWV1eeYlSToHf7,192.168.2.5,52927,121.35.121.78,22,tcp,-,2.991172,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757506.054644,CDaBR42kcLJdADq8ad,192.168.2.5,39111,200.168.87.203,59353,tcp,-,2.996984,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757506.301770,CfUKYfqEbc7N282D1,192.168.2.5,39263,121.202.93.2,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757506.302340,CJBRcG4OIJ9HU2L7de,192.168.2.5,37482,121.56.222.81,22,tcp,-,0.291338,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526757507.301715,CCKbk92KTevtSLRhb7,192.168.2.5,52208,121.240.161.109,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757507.303758,C1bdUT3yZTCtQcOpBl,192.168.2.5,46437,121.151.182.232,22,tcp,-,2.997958,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757508.301744,CkiSsf4dMQSyxnNOX8,192.168.2.5,32963,121.84.5.183,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757508.305293,CMasbEmX2VMpHxaGj,192.168.2.5,40613,121.175.108.131,22,tcp,-,2.996513,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757509.301890,CFrvpL2ssmS1yTSe0c,192.168.2.5,34136,121.119.14.219,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757509.306613,CdsZbo1H3Nm8SBOqo6,192.168.2.5,38710,121.28.55.224,22,tcp,-,2.995002,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757510.307884,CExEzk2SUgStuHN0qg,192.168.2.5,34703,121.31.168.2,22,tcp,-,2.993638,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757455.510775,Crca3l3VlcgphoIsY1,221.147.67.154,3,192.168.2.5,1,icmp,-,0.000951,180,0,OTH,-,-,0,-,3,264,0,0,(empty),Benign,-,
1526757511.301620,CeA9OC4uWzZKLa1849,192.168.2.5,51935,121.244.115.99,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757511.309165,CrVWdHoSDvqtMbwUj,192.168.2.5,54913,121.12.252.7,22,tcp,-,0.992636,0,0,S0,-,-,0,S,2,120,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757456.955914,CJuhiz2a5xnf4uCx7c,192.168.2.5,123,5.1.56.123,123,udp,-,0.017534,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526757512.301948,CDqBsl48zCqsgCwGvg,192.168.2.5,52927,121.35.121.78,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757512.310479,CE1ZUt4ldGe7T6IfEc,192.168.2.5,41179,121.67.243.22,22,tcp,-,2.991029,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757513.061567,Cbp12V2At8UBddeqEh,192.168.2.5,39111,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757513.310696,CSF5xH1YyT4pnIpoJ1,192.168.2.5,45951,121.159.224.167,22,tcp,-,2.990830,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757514.311692,C6Vimw2ESRJhQ22zha,192.168.2.5,46437,121.151.182.232,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757514.313660,CnXMPEsZYriVxHeA,192.168.2.5,54026,121.0.213.154,22,tcp,-,2.997912,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757515.311810,CMXWmX2f67pBfsymX7,192.168.2.5,40613,121.175.108.131,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757515.315112,C56XEa4MCn9PYPmpc9,192.168.2.5,34429,121.100.120.147,22,tcp,-,2.996443,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757516.311583,CEkILe3gVJrAZSaCYi,192.168.2.5,38710,121.28.55.224,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757516.315433,CqIVlMdYXBIXNFyq1,192.168.2.5,53905,121.178.177.114,22,tcp,-,2.996144,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757517.065405,CwuCx2ckhXymxk7o,192.168.2.5,39123,200.168.87.203,59353,tcp,-,2.996055,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757517.312039,CiYsMH1keHH0SR7eFf,192.168.2.5,34703,121.31.168.2,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757517.318100,CIyXCG2SkoYgvZJeF6,192.168.2.5,52846,121.131.73.41,22,tcp,-,0.332999,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526757518.318632,CgArgx1o5t9zBHnlp8,192.168.2.5,45088,121.109.120.22,22,tcp,-,2.992823,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757519.311399,CJS5xK1mlyoHlAQHSe,192.168.2.5,41179,121.67.243.22,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757519.319894,ClKyjz2tu7WkUA7pvd,192.168.2.5,52974,121.240.149.204,22,tcp,-,2.991523,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757520.311566,CI5hYH3tdfyBV0wpca,192.168.2.5,45951,121.159.224.167,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757520.321582,C5osY02gZf7AHlNKha,192.168.2.5,39297,121.81.52.117,22,tcp,-,2.999905,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757521.321515,CKf0bb1i25hvG421W9,192.168.2.5,54026,121.0.213.154,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757521.322387,C5UPzJ3LUBxRksdCUj,192.168.2.5,49774,121.83.191.115,22,tcp,-,2.999059,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757522.321635,CcwCC32zSRDtzKiYu9,192.168.2.5,34429,121.100.120.147,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757522.324794,CxpM2m4jWb4hBgBzc8,192.168.2.5,33776,121.91.3.230,22,tcp,-,2.996649,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757523.321659,CFYwCN3a8HXQ7r26t8,192.168.2.5,53905,121.178.177.114,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757523.326182,CmXld01XJMgRNO68Kc,192.168.2.5,33754,121.240.162.199,22,tcp,-,2.995136,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757524.071372,CdnqXm2QgMuNY5bDTj,192.168.2.5,39123,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757524.327298,C89zM61VbnnSUVUnsh,192.168.2.5,51539,121.24.35.29,22,tcp,-,2.994049,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757525.321794,Cu4iA53SNbVI2fZ087,192.168.2.5,45088,121.109.120.22,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757525.328631,CVdGli2GUty5eY7kLj,192.168.2.5,55489,121.178.7.150,22,tcp,-,2.992732,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757526.321483,CT8wgT16kcpfRT9lm8,192.168.2.5,52974,121.240.149.204,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757526.330056,CWIeiS3SyVcp2JAAIi,192.168.2.5,51423,121.70.57.72,22,tcp,-,2.991337,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757527.330413,CDXrbP2uhiEhuHPbKa,192.168.2.5,34274,121.56.189.17,22,tcp,-,2.990864,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757527.331351,Cc8wfB1H1caurv2As5,192.168.2.5,39297,121.81.52.117,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757528.076228,CyphiV3M5GgDRrSpD3,192.168.2.5,39135,200.168.87.203,59353,tcp,-,2.995162,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757528.331464,C1eXXoAbBV1fu9sJf,192.168.2.5,49774,121.83.191.115,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757528.333470,C1Hqam1KMYVZBvAoXa,192.168.2.5,41918,121.224.170.137,22,tcp,-,2.997990,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757529.331471,CVbD0azKOBAJ0Wgxg,192.168.2.5,33776,121.91.3.230,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757529.334856,CwcaUY3Oq9B98aDiR,192.168.2.5,41048,121.246.155.158,22,tcp,-,2.996546,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757530.331526,Cq6o8MT254JYcSTr5,192.168.2.5,33754,121.240.162.199,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757530.336079,CHPRY32ACkRTeuf4Te,192.168.2.5,48889,121.196.236.82,22,tcp,-,0.260556,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526757531.331547,CQRXhd3yuFHzfhqw9l,192.168.2.5,51539,121.24.35.29,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757531.337534,Cg0nV33Snd6hgmtMHa,192.168.2.5,33871,121.58.191.145,22,tcp,-,2.993819,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757532.338631,CMWRmT1vHJ1smxkJfh,192.168.2.5,40537,121.45.27.149,22,tcp,-,2.992630,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757533.331235,CmGJk017Z6WuR24835,192.168.2.5,51423,121.70.57.72,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757533.339921,CdEPML3UtfBzg0s739,192.168.2.5,58332,121.148.139.183,22,tcp,-,2.991244,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757534.331269,CKdVdf9OibBPAHjue,192.168.2.5,34274,121.56.189.17,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757534.341429,CD4GeI1pnTjGbav75b,192.168.2.5,41280,121.92.163.90,22,tcp,-,2.999881,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757479.955588,CCnBT1P32mGpID558,192.168.2.5,123,31.31.74.35,123,udp,-,0.021787,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526757535.081216,CaGCuQfcq0dyDA3k,192.168.2.5,39135,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757535.341473,Chvu1t3ROCvZtyKpRb,192.168.2.5,41918,121.224.170.137,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757535.342324,CukivDZ2iZ07CDorg,192.168.2.5,45443,121.249.86.224,22,tcp,-,2.998867,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757536.341330,COHOci1YyvZ1CMBQOb,192.168.2.5,41048,121.246.155.158,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757536.344698,CqHC1r3Rl1lblFixv2,192.168.2.5,35263,121.144.28.27,22,tcp,-,2.996498,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757537.346020,Cg2cAx3WbWRHc1X4d3,192.168.2.5,57147,121.88.84.88,22,tcp,-,2.995005,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757538.341560,C1C2tddGl4Xzr1dd1,192.168.2.5,33871,121.58.191.145,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757538.347359,CUGmBhXqY5ikvhJn2,192.168.2.5,56270,121.232.54.3,22,tcp,-,2.993739,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757539.086949,CAYGLfXjrT8lJdyGf,192.168.2.5,39147,200.168.87.203,59353,tcp,-,2.994114,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757539.341361,CLLpHL1bAJVLyy6ii6,192.168.2.5,40537,121.45.27.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757539.348473,CoOgHR1kxGUAZGHNT5,192.168.2.5,44568,121.241.172.30,22,tcp,-,2.992535,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757540.341369,CibWG41j7lFqx7sUr4,192.168.2.5,58332,121.148.139.183,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757540.348740,CiPXwe428f4NZYfnPk,192.168.2.5,60836,121.145.113.138,22,tcp,-,2.992311,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757541.351171,C2oo5rNEqPfRX81me,192.168.2.5,41280,121.92.163.90,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757541.351611,CknpjJ3eb0aZPeJg1,192.168.2.5,44275,121.99.44.74,22,tcp,-,2.999487,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757542.351112,CXwfwa1nVy8gYC9616,192.168.2.5,45443,121.249.86.224,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757542.353253,Cr5p9j1lcyxLobwKH4,192.168.2.5,46818,121.245.216.229,22,tcp,-,2.997877,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757543.351311,CD9u0u39NlyP7G9pi2,192.168.2.5,35263,121.144.28.27,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757543.354611,C7aRzt3rOkKYWClrOf,192.168.2.5,36495,121.11.109.113,22,tcp,-,2.996424,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757488.955457,CPU4AW1PpCETcpajWk,192.168.2.5,123,78.108.102.237,123,udp,-,0.010618,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526757544.351267,C2xbeQ1ZobUBf5yZi9,192.168.2.5,57147,121.88.84.88,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757544.356136,CmeOdM11G8vc0B3fG6,192.168.2.5,42415,121.66.202.149,22,tcp,-,2.995008,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757545.351452,CkKuBMlVAzNdVbipg,192.168.2.5,56270,121.232.54.3,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757545.357391,CuolzC16rek4u4HfVe,192.168.2.5,60503,121.157.68.107,22,tcp,-,2.993536,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757546.090982,CJRwSs17hJilBtbZ51,192.168.2.5,39147,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757546.351189,CKoz3i32ONaVIuNdLf,192.168.2.5,44568,121.241.172.30,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757546.358488,CY9q3S2LlwCcDTejN3,192.168.2.5,49634,121.126.212.136,22,tcp,-,2.992463,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757491.955273,CS2Cfs4D8Tv9hh8OOc,192.168.2.5,123,37.157.198.150,123,udp,-,0.014543,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526757547.350981,CCB3Br3Bl7kKOaDzsb,192.168.2.5,60836,121.145.113.138,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757548.361007,CrfxlrBMIfGhfJspk,192.168.2.5,44275,121.99.44.74,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757548.361503,CLYVDISDE4oVBiRyf,192.168.2.5,36599,121.240.149.18,22,tcp,-,2.999640,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757547.359780,CbakWe1CTXZIaCOHLa,192.168.2.5,43151,121.25.172.92,22,tcp,-,1.392381,0,0,REJ,-,-,0,Sr,2,120,1,40,(empty),Benign,-,
1526757549.361038,CBrs3I263u5j8GBM6c,192.168.2.5,46818,121.245.216.229,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757549.363308,CSzUva20ZKVYacuZXl,192.168.2.5,39951,121.243.135.191,22,tcp,-,2.997951,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757550.097735,CvZjXx2Z6C0CFDL8W2,192.168.2.5,39159,200.168.87.203,59353,tcp,-,2.993242,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757550.361274,CWksAn7TowKsW8kud,192.168.2.5,36495,121.11.109.113,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757550.364705,CuFZNg4LHXCDDdb7m8,192.168.2.5,56003,121.145.152.49,22,tcp,-,0.293089,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526757551.361226,Caw82c2gCvirSFwVnh,192.168.2.5,42415,121.66.202.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757551.366137,CulswkQGa9PYoRFO8,192.168.2.5,47936,121.28.252.220,22,tcp,-,2.994903,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757552.361152,CgOcDa4lgAtWJUmx41,192.168.2.5,60503,121.157.68.107,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526757552.367491,CHaTTA16j6Fs2vO4J3,192.168.2.5,33894,121.230.242.182,22,tcp,-,2.993476,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
